name,lat,lon,category
condo81,1.36583036322451,103.828604372407,condo
condo82,1.34880402007706,103.925767225328,condo
condo83,1.33321343691728,103.871203224731,condo
condo84,1.31852861115375,103.950461305573,condo
condo85,1.31259475279896,103.907889140249,condo
condo86,1.23978494620582,103.83727712151,condo
condo87,1.31094521852726,103.882721097721,condo
condo88,1.32640299982338,103.848659877472,condo
condo89,1.31431777216437,103.90200952862,condo
condo90,1.36099908465504,103.878765486537,condo
condo91,1.35823032280321,103.965573132382,condo
condo92,1.29905394548315,103.899416943562,condo
condo93,1.3410912750043,103.88145756434,condo
condo94,1.32456020379876,103.807057027769,condo
condo95,1.34185040635726,103.956113471357,condo
condo96,1.4345374303698,103.844831194221,condo
condo97,1.31049636845377,103.802392230378,condo
condo98,1.32594687231998,103.850839479307,condo
condo99,1.24297424636053,103.839164641252,condo
condo100,1.36727709259952,103.876501360155,condo
condo101,1.31356949026847,103.910650977421,condo
condo102,1.31608941426119,103.838579797187,condo
condo103,1.35778430325026,103.882565934846,condo
condo104,1.30963955864522,103.909443205926,condo
condo105,1.35986735718564,103.877423098448,condo
condo106,1.29294488391215,103.840702054687,condo
condo107,1.32290510804328,103.758685588343,condo
condo108,1.34948896622805,103.877711240773,condo
condo109,1.3979533737844,103.873344203729,condo
condo110,1.31492241285227,103.844843392551,condo
condo111,1.35014992973273,103.88306233961,condo
condo112,1.32408289110494,103.85062927516,condo
condo113,1.34827951654326,103.871668377219,condo
condo114,1.32014976000227,103.822712105555,condo
condo115,1.33419193367473,103.758845576093,condo
condo116,1.32788175789822,103.766813263949,condo
condo117,1.30570969876777,103.82446382138,condo
condo118,1.3109107527057,103.900155393422,condo
condo119,1.35134266244518,103.756683680517,condo
condo120,1.31508479331837,103.842813069518,condo
condo121,1.31353233527505,103.804996735084,condo
condo122,1.28674116675747,103.780149097748,condo
condo123,1.32027552345902,103.954833082378,condo
condo124,1.30900345657234,103.84185340188,condo
condo125,1.31765462879831,103.836535043005,condo
condo126,1.31502432605995,103.826570312809,condo
condo127,1.33121499776718,103.741873113544,condo
condo128,1.31136807031033,103.89476676733,condo
condo129,1.31324355521211,103.830181342875,condo
condo130,1.32553668245596,103.838315140395,condo
condo131,1.36224150337995,103.878014692236,condo
condo132,1.30548937473146,103.907426569866,condo
condo133,1.3146349577614,103.903604909248,condo
condo134,1.33563399451561,103.869144076835,condo
condo135,1.3030109404897,103.838718322482,condo
condo136,1.31374461098387,103.936052006289,condo
condo137,1.30844090346115,103.801929438373,condo
condo138,1.31760861676838,103.913776798528,condo
condo139,1.29679910840731,103.83459713454,condo
condo140,1.29953088366934,103.899817468941,condo
condo141,1.31835145049718,103.910978671222,condo
condo142,1.32999513668172,103.811623198198,condo
condo143,1.3109120977357,103.804642295068,condo
condo144,1.3142270612182,103.88326759779,condo
condo145,1.29752024517663,103.80333216638,condo
condo146,1.3249454636451,103.932366806338,condo
condo147,1.31126561633996,103.909482237087,condo
condo148,1.31308952252541,103.877404321963,condo
condo149,1.29898398400724,103.834268439755,condo
condo150,1.29474522456387,103.768164598257,condo
condo151,1.3109816423988,103.893188389798,condo
condo152,1.28416577731538,103.829816710958,condo
condo153,1.36101771299356,103.765574316514,condo
condo154,1.42462147471379,103.82489908534,condo
condo155,1.31853119632694,103.911298335327,condo
condo156,1.34342036064538,103.87865319723,condo
condo157,1.32771861428245,103.846855352744,condo
condo158,1.31492827462524,103.905580887804,condo
condo159,1.3173449231304,103.780979000295,condo
condo160,1.29811494062684,103.887990324645,condo
condo161,1.31536955463919,103.776942592447,condo
condo162,1.45600894690582,103.836981971114,condo
condo163,1.28273907583061,103.784814036453,condo
condo164,1.31489095859612,103.907792137947,condo
